Safari Shoes,SafariShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Deep Snow Stone Caveling Spawn Item,MobSpawnItem;PlaceableItem;Item;
Dungeon Desk,ObjectItem;PlaceableItem;Item;
Sheep Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Castle Modular Table,ObjectItem;PlaceableItem;Item;
Snow Rock Frost Shard,ObjectItem;PlaceableItem;Item;
Reaper Scythe,ReaperScytheProjectileToolItem;MeleeProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Seed Gun,SeedGunProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Willow Sapling,ObjectItem;PlaceableItem;Item;
Pirate Captain Spawn Item,MobSpawnItem;PlaceableItem;Item;
Baby Swordfish,BabySwordfishQuestItem;QuestFishItem;QuestItem;Item;
Dungeon Entrance,ObjectItem;PlaceableItem;Item;
TNT,ObjectItem;PlaceableItem;Item;
Suspicious Painting,ObjectItem;PlaceableItem;Item;
Mummy Mage Spawn Item,MobSpawnItem;PlaceableItem;Item;
Dryad Clock,ObjectItem;PlaceableItem;Item;
LED Panel,ObjectItem;PlaceableItem;Item;
Pure Ruby Cluster,ObjectItem;PlaceableItem;Item;
Dusty Hollows Vinyl,VinylItem;Item;
Brute's Battleaxe,BrutesBattleaxeToolItem;GreatswordToolItem;SwordToolItem;ToolItem;Item;
Furfish,FishItem;MatItem;Item;
Deep Snow Rock Tungsten Ore,ObjectItem;PlaceableItem;Item;
Iron Boots,IronBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Roasted Rabbit Leg,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Deep Stone Wall,ObjectItem;PlaceableItem;Item;
Boar Spawn Item,MobSpawnItem;PlaceableItem;Item;
Nachos,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Amethyst Gravel,TileItem;PlaceableItem;Item;
Cheese Press,ObjectItem;PlaceableItem;Item;
Greater Battle Potion,GreaterBattlePotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Dryad Floor,TileItem;PlaceableItem;Item;
Compost Bin,ObjectItem;PlaceableItem;Item;
Dragon Lance,DragonLanceProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Subzero Sanctum Vinyl,VinylItem;Item;
Ancient Statue,AncientVultureSpawnItem;ConsumableItem;PlaceableItem;Item;
Pine Display,ObjectItem;PlaceableItem;Item;
NOT_OBTAINABLE: Seed Bullet,SeedBulletItem;BulletItem;Item;
Rolling Pin,RollingPinBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Grit Spawn Item,MobSpawnItem;PlaceableItem;Item;
Shadow Hood,ShadowHoodArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Heart Painting,ObjectItem;PlaceableItem;Item;
Granite Wall,ObjectItem;PlaceableItem;Item;
Iron Axe,CustomAxeToolItem;AxeToolItem;ToolDamageItem;ToolItem;Item;
Birch Bench,ObjectItem;PlaceableItem;Item;
Holiday Present,ChristmasPresentItem;MultiTextureMatItem;MatItem;Item;
Desert Crawler Spawn Item,MobSpawnItem;PlaceableItem;Item;
Topaz Cluster,ObjectItem;PlaceableItem;Item;
Snow Stone,StonePlaceableItem;PlaceableItem;Item;
Chef's Special,ChefsSpecialBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Raspberry Pie,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Witch Robe,WitchRobeArmorItem;ChestArmorItem;ArmorItem;Item;
Birch Double Bed,ObjectItem;PlaceableItem;Item;
Cryo Quake,CryoQuakeProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Wild Firemone,ObjectItem;PlaceableItem;Item;
Cardinal Spawn Item,MobSpawnItem;PlaceableItem;Item;
Evil Witch Spawn Item,MobSpawnItem;PlaceableItem;Item;
Vulture Hatchling Spawn Item,MobSpawnItem;PlaceableItem;Item;
Willow Toilet,ObjectItem;PlaceableItem;Item;
Deadwood Cabinet,ObjectItem;PlaceableItem;Item;
Swamp Stone Flame Trap,ObjectItem;PlaceableItem;Item;
Frost Hood,FrostHoodArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Gator's Lullaby Vinyl,VinylItem;Item;
Small Swamp Cave Spider Spawn Item,MobSpawnItem;PlaceableItem;Item;
Raw Pork,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Willow Candelabra,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Demonic Anvil,ObjectItem;PlaceableItem;Item;
Lost Temple Strings Vinyl,VinylItem;Item;
Root Salad,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Void Robe,VoidRobeArmorItem;ChestArmorItem;ArmorItem;Item;
NOT_OBTAINABLE: Charge Beam,ChargeBeamProjectileToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Hard Boiled Egg,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Battle Chef's Hat,BattleChefHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Bow of Dualism,BowOfDualismProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Ruby Cluster,ObjectItem;PlaceableItem;Item;
Amethyst,MatItem;Item;
Shell of Retribution,CactusShieldTrinketItem;ShieldTrinketItem;TrinketItem;Item;
Flintlock,FlintlockProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Oak Bookshelf,ObjectItem;PlaceableItem;Item;
Relic of the Depths,ObjectItem;PlaceableItem;Item;
Leather Boots,LeatherBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Ground Slime,ObjectItem;PlaceableItem;Item;
Spider Chestplate,SpiderChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Bamboo Bench,ObjectItem;PlaceableItem;Item;
Gunslinger Hat,GunslingerHatArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Rabbit Leg,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Bonewalker Spawn Item,MobSpawnItem;PlaceableItem;Item;
SunStones Vinyl,VinylItem;Item;
Wood Arrow Trap,ObjectItem;PlaceableItem;Item;
Quartz Helmet,QuartzHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Stone Arrow,StoneArrowItem;ArrowItem;Item;
Wood Fishing Rod,FishingRodItem;PlaceableItem;Item;
Firework Dispenser,ObjectItem;PlaceableItem;Item;
Wall Window (Swamp Stone Wall),ObjectItem;PlaceableItem;Item;
MLG 2,MLG2SwordToolItem;SwordToolItem;ToolItem;Item;
Deep Swamp Rock Iron Ore,ObjectItem;PlaceableItem;Item;
Dining Set,ObjectItem;PlaceableItem;Item;
Tomato,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Simple Bullet,SimpleBulletItem;BulletItem;Item;
Dungeon Saw Trap,ObjectItem;PlaceableItem;Item;
Spider Venom,MatItem;Item;
Dryad Helmet,DryadHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Sandstone Arrow Trap,ObjectItem;PlaceableItem;Item;
Waystone,WaystoneObjectItem;ObjectItem;PlaceableItem;Item;
Deadwood Bathtub,ObjectItem;PlaceableItem;Item;
Cryo Staff,CryoStaffSummonToolItem;SummonToolItem;ToolItem;Item;
Frozen Beard,FrozenBeardQuestItem;QuestItem;Item;
Snow Hedge,ObjectItem;PlaceableItem;Item;
Carpenters Bench,ObjectItem;PlaceableItem;Item;
Frost Glaive,FrostGlaiveToolItem;GlaiveToolItem;ToolItem;Item;
Wizard's Rematch Vinyl,VinylItem;Item;
Maple Chair,ObjectItem;PlaceableItem;Item;
Stone Arrow Trap,ObjectItem;PlaceableItem;Item;
Dryad Pickaxe,CustomPickaxeToolItem;PickaxeToolItem;ToolDamageItem;ToolItem;Item;
Beet Cave Croppler Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Essence,EssenceMatItem;MatItem;Item;
Lemon,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Lava,TileItem;PlaceableItem;Item;
Tungsten Bar,MatItem;Item;
Demonic Axe,CustomAxeToolItem;AxeToolItem;ToolDamageItem;ToolItem;Item;
Miner Boots,MinerBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Sapphire,MatItem;Item;
Spider Charm,SimpleTrinketItem;TrinketItem;Item;
Wall Window (Dungeon Wall),ObjectItem;PlaceableItem;Item;
Gold Chair,ObjectItem;PlaceableItem;Item;
Deep Swamp Rock Alchemy Shard,ObjectItem;PlaceableItem;Item;
Emerald,MatItem;Item;
Sand,TileItem;PlaceableItem;Item;
Raven Effigy,ObjectItem;PlaceableItem;Item;
Dark Gem,DarkGemQuestItem;QuestItem;Item;
Bio Essence,EssenceMatItem;MatItem;Item;
Leather,MatItem;Item;
Salmon,FishItem;MatItem;Item;
Shoes,ShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Swamp Skeleton Spawn Item,MobSpawnItem;PlaceableItem;Item;
Crypt Grass,ObjectItem;PlaceableItem;Item;
Copper Spear,CopperSpearToolItem;SpearToolItem;ToolItem;Item;
Minecart,MinecartMountItem;MountItem;Item;
Amethyst Helmet,AmethystHelmet;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Bone,MatItem;Item;
Pirate Bandana with Eyepatch,PirateBandanaWithEyePatchArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Dryad Barrage,DryadBarrageToolItem;MagicProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Bone Dinner Table,ObjectItem;PlaceableItem;Item;
Dryad Path,TileItem;PlaceableItem;Item;
Snow,TileItem;PlaceableItem;Item;
Large Fishian Banner,ObjectItem;PlaceableItem;Item;
Bone Dresser,ObjectItem;PlaceableItem;Item;
Gold Bar,MatItem;Item;
Lunchbox,Lunchbox;PouchItem;Item;
Spiked Fossil,SwampGuardianSpawnItem;ConsumableItem;PlaceableItem;Item;
Blueberry,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Firework Rocket,FireworkPlaceableItem;PlaceableItem;Item;
Gravel,TileItem;PlaceableItem;Item;
Void Apprentice Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Throne,ObjectItem;PlaceableItem;Item;
Ice Crown,CryoQueenSpawnItem;ConsumableItem;PlaceableItem;Item;
Empty Pendant,TrinketSlotsIncreaseItem;ChangeTrinketSlotsItem;ConsumableItem;PlaceableItem;Item;
Map Fragment,MatItem;Item;
Deep Swamp Rock Tungsten Ore,ObjectItem;PlaceableItem;Item;
Mackerel,FishItem;MatItem;Item;
Witch Statue,ObjectItem;PlaceableItem;Item;
Large Keg,ObjectItem;PlaceableItem;Item;
Wood Bow,WoodBowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Life Quartz,MatItem;Item;
Spruce Sapling,ObjectItem;PlaceableItem;Item;
Fracture of The Void Vinyl,VinylItem;Item;
Plains Grass,ObjectItem;PlaceableItem;Item;
Shotgun,ShotgunProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Farming Scythe,FarmingScytheToolItem;ToolDamageItem;ToolItem;Item;
Carapace Shield,ShieldTrinketItem;TrinketItem;Item;
Pipette,PipetteItem;ToolItem;Item;
Crypt Rock Alchemy Shard,ObjectItem;PlaceableItem;Item;
Sound Gate,LogicGateItem;PlaceableItem;Item;
Helmet of Generosity,SupporterHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Dog Plush,ObjectItem;PlaceableItem;Item;
Dungeon Modular Table,ObjectItem;PlaceableItem;Item;
Gold Dinner Table,ObjectItem;PlaceableItem;Item;
Spoiled Food,MatItem;Item;
Sandstone Saw Trap,ObjectItem;PlaceableItem;Item;
Skeleton Staff,SkeletonStaffToolItem;SummonToolItem;ToolItem;Item;
Royal Egg,QueenSpiderSpawnItem;ConsumableItem;PlaceableItem;Item;
Adventure Begins Vinyl,VinylItem;Item;
Maple Bookshelf,ObjectItem;PlaceableItem;Item;
Tungsten Greatbow,TungstenGreatbowProjectileToolItem;GreatbowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Old Soup,ObjectItem;PlaceableItem;Item;
Gold Lamp,TorchObjectItem;ObjectItem;PlaceableItem;Item;
Stacked Books,ObjectItem;PlaceableItem;Item;
Cannonball,CannonballAmmoItem;BulletItem;Item;
Avocado Painting,ObjectItem;PlaceableItem;Item;
Oak Modular Table,ObjectItem;PlaceableItem;Item;
Dusk Boots,DuskBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Sandstone,StonePlaceableItem;PlaceableItem;Item;
Temple Entrance,ObjectItem;PlaceableItem;Item;
Birch Dresser,ObjectItem;PlaceableItem;Item;
Blue Flower Patch,ObjectItem;PlaceableItem;Item;
Infinite Water Bucket,InfiniteWaterBucketItem;PlaceableItem;Item;
Demonic Helmet,DemonicHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Deep Sandstone Rock Upgrade Shard,ObjectItem;PlaceableItem;Item;
Hover Boots,HoverBootsTrinketItem;TrinketItem;Item;
Runebound Hood,RuneboundHoodArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Coconut Tree,ObjectItem;PlaceableItem;Item;
Brick Wall,ObjectItem;PlaceableItem;Item;
Strawberry Seeds,SeedObjectItem;CustomObjectItem;ObjectItem;PlaceableItem;Item;
Runic Shovel,CustomShovelToolItem;ShovelToolItem;ToolDamageItem;ToolItem;Item;
Stabby Bush,StabbyBushSummonToolItem;SummonToolItem;ToolItem;Item;
Spider Rock Spiderite Ore,ObjectItem;PlaceableItem;Item;
Corn,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Deep Stone Caveling Spawn Item,MobSpawnItem;PlaceableItem;Item;
SilverLake Vinyl,VinylItem;Item;
Willow Bookshelf,ObjectItem;PlaceableItem;Item;
Blacksmith Spawn Item,MobSpawnItem;PlaceableItem;Item;
Crimson Shoes,CrimsonShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Greater Health Potion,HealthPotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Swamp Slug Spawn Item,MobSpawnItem;PlaceableItem;Item;
Empty,TileItem;PlaceableItem;Item;
HomeAtLast Vinyl,VinylItem;Item;
Willow Display,ObjectItem;PlaceableItem;Item;
Bamboo Bookshelf,ObjectItem;PlaceableItem;Item;
Tungsten Ore,MatItem;Item;
Snowman,ObjectItem;PlaceableItem;Item;
Explorer Cloak,SimpleTrinketItem;TrinketItem;Item;
Legged Slime Thrower Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Castle Chair,ObjectItem;PlaceableItem;Item;
Oak Bathtub,ObjectItem;PlaceableItem;Item;
Attack Speed Potion,AttackSpeedPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Deep Swamp Stone,StonePlaceableItem;PlaceableItem;Item;
Recall Scroll,RecallScrollItem;ConsumableItem;PlaceableItem;Item;
Swamp Hedge Gate,ObjectItem;PlaceableItem;Item;
Runic Boulder,ObjectItem;PlaceableItem;Item;
Pirate Sheath,TrinketSlotsIncreaseItem;ChangeTrinketSlotsItem;ConsumableItem;PlaceableItem;Item;
Overgrown Grass,TileItem;PlaceableItem;Item;
Velour Carpet,ObjectItem;PlaceableItem;Item;
Deadwood Floor,TileItem;PlaceableItem;Item;
Iron Bomb,IronBombToolItem;SettlerIgnoredThrowToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Blueberry Bush,ObjectItem;PlaceableItem;Item;
Willow Bench,ObjectItem;PlaceableItem;Item;
Crawling Zombie Spawn Item,MobSpawnItem;PlaceableItem;Item;
Deep Sandstone Arrow Trap,ObjectItem;PlaceableItem;Item;
Space Suit,SpaceSuitArmorItem;ChestArmorItem;ArmorItem;Item;
Vampire Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Nest,TileItem;PlaceableItem;Item;
Hook,HookBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Cryo Witch Shoes,CryoWitchShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Smithing Apron,SmithingApronArmorItem;ChestArmorItem;ArmorItem;Item;
Ascended Wizard Spawn Item,MobSpawnItem;PlaceableItem;Item;
Fins,SimpleTrinketItem;TrinketItem;Item;
Deep Snow Stone Saw Trap,ObjectItem;PlaceableItem;Item;
Chili Pepper Seeds,SeedObjectItem;CustomObjectItem;ObjectItem;PlaceableItem;Item;
Ice Javelin,IceJavelinToolItem;SettlerIgnoredThrowToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Deep Swamp Rock Gold Ore,ObjectItem;PlaceableItem;Item;
Overgrown Swamp Grass,TileItem;PlaceableItem;Item;
Net,NetToolItem;SwordToolItem;ToolItem;Item;
Battle for the Frozen Reign Vinyl,VinylItem;Item;
Bamboo Display,ObjectItem;PlaceableItem;Item;
Teapot,ObjectItem;PlaceableItem;Item;
Frost Helmet,FrostHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Quill and Parchment,ObjectItem;PlaceableItem;Item;
Spruce Bench,ObjectItem;PlaceableItem;Item;
Rock Gold Ore,ObjectItem;PlaceableItem;Item;
Spider Staff,SpiderStaffSummonToolItem;SummonToolItem;ToolItem;Item;
Apprentice Scroll,ApprenticeScrollQuestItem;QuestItem;Item;
Gold Chestplate,GoldChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Mycelium Greatbow,MyceliumGreatbowProjectileToolItem;GreatbowProjectileToolItem;BowProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Goblin Spawn Item,MobSpawnItem;PlaceableItem;Item;
Greater Life Elixir,GreaterLifeElixirItem;HealthUpgradeItem;ConsumableItem;PlaceableItem;Item;
Trader Spawn Item,MobSpawnItem;PlaceableItem;Item;
Stylist Spawn Item,MobSpawnItem;PlaceableItem;Item;
NAND Gate,LogicGateItem;PlaceableItem;Item;
Wild Ostrich Spawn Item,MobSpawnItem;PlaceableItem;Item;
Mining Charm,SimpleTrinketItem;TrinketItem;Item;
Yellow Present,PresentItem;Item;
Quartz Boots,QuartzBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Broken Limb,BrokenLimbQuestItem;QuestItem;Item;
Desert Candle Pedestal,ObjectItem;PlaceableItem;Item;
Farmer Shirt,FarmerShirtArmorItem;ChestArmorItem;ArmorItem;Item;
Sage Spawn Item,MobSpawnItem;PlaceableItem;Item;
Spider Castle Column,ObjectItem;PlaceableItem;Item;
Snow Stone Path,TileItem;PlaceableItem;Item;
Death Ripper,DeathRipperProjectileToolItem;GunProjectileToolItem;ProjectileToolItem;ToolItem;Item;
Void Wizard Spawn Item,MobSpawnItem;PlaceableItem;Item;
Farmer Shoes,FarmerShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Animal Keeper Shoes,AnimalKeeperShoesArmorItem;BootsArmorItem;ArmorItem;Item;
Tic-Tac-Toe Board,ObjectItem;PlaceableItem;Item;
Small Single Spider Rock,ObjectItem;PlaceableItem;Item;
Yellow Book,ObjectItem;PlaceableItem;Item;
Maple Display,ObjectItem;PlaceableItem;Item;
Soulseed Boots,SoulseedBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Challenger's Pauldron,SimpleTrinketItem;TrinketItem;Item;
Dryad Chestplate,DryadChestplateArmorItem;ChestArmorItem;ArmorItem;Item;
Deadwood Log,MatItem;Item;
Flour,FoodMatItem;MatItem;Item;
Snow Rock,ObjectItem;PlaceableItem;Item;
Shadow Boots,ShadowBootsArmorItem;BootsArmorItem;ArmorItem;Item;
Razor Blade,RazorBladeBoomerangToolItem;BoomerangToolItem;ThrowToolItem;ProjectileToolItem;ToolItem;Item;
Dungeon Bench,ObjectItem;PlaceableItem;Item;
Spider Castle Wall,ObjectItem;PlaceableItem;Item;
Web Potion,WebPotionItem;SimplePotionItem;PotionConsumableItem;ConsumableItem;PlaceableItem;Item;
Beef,FoodConsumableItem;ConsumableItem;PlaceableItem;Item;
Challengers Banner,ChallengersBannerObjectItem;ObjectItem;PlaceableItem;Item;
Paper Stack,ObjectItem;PlaceableItem;Item;
Runebound Masked Crown,RuneboundCrownMaskArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Dryad Greathammer,DryadGreatHammerToolItem;GreatswordToolItem;SwordToolItem;ToolItem;Item;
Deep Stone Door,ObjectItem;PlaceableItem;Item;
Ground Coffee,FoodMatItem;MatItem;Item;
Leather Hood,LeatherHoodArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
SWING_ATTACK,SwingSpriteAttackItem;Item;
Cobweb,ObjectItem;PlaceableItem;Item;
Arcanic Helmet,ArcanicHelmetArmorItem;SetHelmetArmorItem;HelmetArmorItem;ArmorItem;Item;
Villager Spawn Item,MobSpawnItem;PlaceableItem;Item;
Swamp Stone Column,ObjectItem;PlaceableItem;Item;
Goblet,ObjectItem;PlaceableItem;Item;
Necrotic Greatsword,NecroticGreatswordToolItem;GreatswordToolItem;SwordToolItem;ToolItem;Item;
Ammo Box,SimpleTrinketItem;TrinketItem;Item;
Shirt,ShirtArmorItem;ChestArmorItem;ArmorItem;Item;
Muses Vinyl,VinylItem;Item;
Palm Sapling,ObjectItem;PlaceableItem;Item;
